"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=1275901,1276000,1273599,1273230,1273231,1273115,1273228,1273222,1273232,1273375,1273226,1273343,1271449,1269583,1270682,1270578,1270674,1270579,1270582,1269113,1270577,1269670,1268643,1269666,1268690,1268646,1268715,1268679,1268645,1268579,1268156,1265278,1265110,1265269,1046166,1265283,1265201,1268154,1267298,1265277,1265293,1023526,1267644,1265196,1023620,1265045,1265599,1265268,1265252,1265571,1023374,1268401,1264964,1265010,1264447,1264678,1264505,1254460,1259847,1265864,1254504,1254471,1259854,1264486,1264512,1264820,1260042,1264970,1264522,1264991,1260136,1254503,1264827,1260040,1265011,1264992,1254467,1260058,1265020,1259994,1264825,1264961,1265007,1264996,1264477,1264962,1264818,1264997,1264524,1264963,1264998,1263897,1263896,1248472,1261891,1262582,1256670,1262031,1261888,1262589",2017/05/04 21:54:21
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Quick asymmetric text similarity measures","Jun-Peng Bao; Jun-Yi Shen; Xiao-Domg Liu; Hai-Yan Liu","Dept. of Comput. Sci. & Eng., Xi'an Jiaotong Univ., China","Proceedings of the 2003 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.03EX693)","20040219","2003","1","","374","379 Vol.1","Text similarity measure is a common issue in information retrieval, text mining, Web mining, text classification/clustering and document copy detection etc. The most popular approach is word frequency based scheme, which uses a word frequency vector to represent a document. Cosine function, dot product and proportion function are regular similarity measures of vector. But they are symmetric similarity measures, which cannot find out subset copies. In this paper we present the concepts of asymmetric similarity model and heavy frequency vector (HFV). The former can detect subset copies well; the latter can save a great resources and CPU time. We develop two new asymmetric measures: HFM and HIPM. The HFM and HIPM are derived from cosine function and proportion function by combining asymmetric similarity concept with HFV. The HFV is to truncate the original full frequency vector to a short vector. We can adjust the parameter of HFV to balance the model's performance. Several experiments illustrate aspects of asymmetric similarity and HFV models in this paper.","","POD:0-7803-7865-2","10.1109/ICMLC.2003.1264505","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1264505","","Computer science;Frequency;Functional analysis;Indexing;Information retrieval;Large scale integration;Statistics;Text categorization;Text mining;Web mining","information retrieval;text analysis;word processing","Web mining;asymmetric similarity model;cosine function;document copy detection;dot product;heavy frequency vector;information retrieval;proportion function;text classification;text clustering;text mining;text similarity measure;word frequency based scheme;word frequency vector","","1","1","12","","","2-5 Nov. 2003","","IEEE","IEEE Conference Publications"
"Visualizing the expertise space","Zan Huang; Hsinchun Chen; Fei Guo; J. J. Xu; Soushan Wu; Wun-Hwa Chen","Dept. of Manage. Inf. Syst., Arizona Univ., Tucson, AZ, USA","37th Annual Hawaii International Conference on System Sciences, 2004. Proceedings of the","20040226","2004","","","9 pp.","","Expertise management systems are being widely adopted in organizations to manage tacit knowledge embedded in employees' heads. These systems have successfully applied many information technologies developed in fields such as information retrieval and document management to support expertise information collection, processing, and distribution. In this paper, we investigate the potentials of applying visualization techniques to support exploration of an expertise space. We implemented two widely applied dimensionality reduction visualization techniques, the self-organizing map and multidimensional scaling; to generate expert map and expertise field map visualizations based on an expertise data set. Our proposed approach is generic for automatic mapping of expertise space of an organization, research field, scientific domain, etc. Our initial analysis on the visualization results indicated that the expert map and expertise field map captured useful underlying structures of the expertise space and had the potential to support more efficient and effective expertise information searching and browsing.","","POD:0-7695-2056-1","10.1109/HICSS.2004.1265110","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1265110","","Data visualization;Educational institutions;Information retrieval;Information technology;Knowledge management;Management information systems;Multidimensional systems;Space exploration;Space technology;Technology management","data visualisation;knowledge management;self-organising feature maps","automatic mapping;document management;expertise data set;expertise field map visualization;expertise information searching;expertise management system;expertise space visualization;information retrieval;information technology;knowledge management;multidimensional scaling;self-organizing maps","","1","","30","","","5-8 Jan. 2004","","IEEE","IEEE Conference Publications"
"iJADE Web-miner: an intelligent agent framework for Internet shopping","R. S. T. Lee; J. N. K. Liu","Dept. of Comput., Hong Kong Polytech. Univ., Kowloon, China","IEEE Transactions on Knowledge and Data Engineering","20040303","2004","16","4","461","473","There is growing interest in using intelligent software agents for a variety of tasks, including navigating and retrieving information from the Internet and from databases, online shopping activities, user authentication, negotiation for resources, and decision making. We propose an integrated framework for information retrieval and information filtering in the context of Internet shopping. We focus on applying agent technology, together with Web mining technology, to automate a series of product search and selection activities. It is based on a multiagent development platform, namely, iJADE (intelligent Java agent development environment), which supports various e-commerce applications. The framework comprises an automatic facial authentication utility and six other modules, namely, customer requirements definition, a requirement-fuzzification scheme, a fuzzy agents-negotiation scheme, a fuzzy product-selection scheme, a product-defuzzification scheme, and a product-evaluation scheme. A series of experiments were carried out and favorable results were produced in executing the framework. From an experimental point of view, we used a database of 1,020 facial images that were obtained under various conditions of facial expression, viewing perspective and size. An overall correct recognition rate of over 85 percent was attained. For the product selection test of our fuzzy shopper system, an average matching rate of more than 81 percent was achieved.","1041-4347;10414347","","10.1109/TKDE.2004.1269670","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1269670","","Authentication;Decision making;Deductive databases;Information filtering;Information retrieval;Intelligent agent;Internet;Navigation;Software agents;Web mining","Internet;Java;data mining;electronic commerce;face recognition;information retrieval;mobile agents;multi-agent systems;very large databases;visual databases","Internet shopping;customer requirement-fuzzification scheme;e-commerce;facial authentication utility;facial image database;fuzzy agents-negotiation scheme;fuzzy product-selection scheme;fuzzy shopper system;iJADE Web-miner;information filtering;information retrieval;intelligent Java agent development environment;intelligent software agents;multiagent development platform;product-defuzzification scheme;product-evaluation scheme;visual data mining","","12","","39","","","April 2004","","IEEE","IEEE Journals & Magazines"
"Statistical mechanics of data compression theorem","T. Murayama","Tokyo Inst. of Technol., Kanagawa, Japan","Proceedings IEEE International Symposium on Information Theory,","20040226","2002","","","254","","We analyze the performance of a linear code used for data compression of a Slepian-Wolf type. In our framework, two correlated data are separately compressed into codewords employing Gallager-type codes and cast into a communication network through two independent input terminals. At the output terminal, the received codewords are jointly decoded by a practical algorithm based on the Thouless-Anderson-Palmer approach. Our analysis shows that the achievable rate region presented in the data compression theorem is described as first-order phase transitions among several phases. The typical performance of the practical decoder is also well evaluated by the replica method.","","POD:0-7803-7501-7","10.1109/ISIT.2002.1023526","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1023526","","Arithmetic;Communication networks;Data compression;Ear;Equations;Error correction codes;Information retrieval;Iterative decoding;Performance analysis;Sparse matrices","data compression;decoding;error correction codes;linear codes;sparse matrices;statistical mechanics","Gallager-type codes;Slepian-Wolf problem;Thouless-Anderson-Palmer approach;achievable rate region;codewords;communication network;data compression theorem;decoder;error-correcting codes;first-order phase transitions;independent input terminals;linear code;replica method;sparse matrices;statistical mechanics","","2","","3","","","2002","","IEEE","IEEE Conference Publications"
"Performance evaluation of an optimal cache replacement policy for wireless data dissemination","Jianliang Xu; Qinglong Hu; Wang-Chien Lee; Dik Lun Lee","Dept. of Comput. Sci., Hong Kong Baptist Univ., China","IEEE Transactions on Knowledge and Data Engineering","20040219","2004","16","1","125","139","Data caching at mobile clients is an important technique for improving the performance of wireless data dissemination systems. However, variable data sizes, data updates, limited client resources, and frequent client disconnections make cache management a challenge. We propose a gain-based cache replacement policy, Min-SAUD, for wireless data dissemination when cache consistency must be enforced before a cached item is used. Min-SAUD considers several factors that affect cache performance, namely, access probability, update frequency, data size, retrieval delay, and cache validation cost. The paper employs stretch as the major performance metric since it accounts for the data service time and, thus, is fair when items have different sizes. We prove that Min-SAUD achieves optimal stretch under some standard assumptions. Moreover, a series of simulation experiments have been conducted to thoroughly evaluate the performance of Min-SAUD under various system configurations. The simulation results show that, in most cases, the Min-SAUD replacement policy substantially outperforms two existing policies, namely, LRU and SAIU.","1041-4347;10414347","","10.1109/TKDE.2004.1264827","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1264827","","Application software;Broadcasting;Computational modeling;Computer science;Costs;Delay;Frequency;Information retrieval;Mobile computing;Resource management","cache storage;client-server systems;information dissemination;mobile computing;mobile radio","Min-SAUD;access probability;cache consistency;cache management;cache performance;cache validation cost;client disconnections;data caching;data service time;data size;data updates;gain-based cache replacement policy;limited client resources;mobile clients;mobile computing;optimal cache replacement policy;performance evaluation;performance metric;retrieval delay;update frequency;variable data sizes;wireless data dissemination;wireless data dissemination systems","","43","","36","","","Jan. 2004","","IEEE","IEEE Journals & Magazines"
"Integrated spectral and spatial information mining in remote sensing imagery","Jiang Li; R. M. Narayanan","Dept. of Comput. Sci. & Inf. Technol., Austin Peay State Univ., Clarksville, TN, USA","IEEE Transactions on Geoscience and Remote Sensing","20040315","2004","42","3","673","685","Most existing remote sensing image retrieval systems allow only simple queries based on sensor, location, and date of image capture. This approach does not permit the efficient retrieval of useful hidden information from large image databases. This paper presents an integrated approach to retrieving spectral and spatial patterns from remotely sensed imagery using state-of-the-art data mining and advanced database technologies. Land cover information corresponding to spectral characteristics is identified by supervised classification based on support vector machines with automatic model selection, while textural features characterizing spatial information are extracted using Gabor wavelet coefficients. Within identified land cover categories, textural features are clustered to acquire search-efficient space in an object-oriented database with associated images in an image database. Interesting patterns are then retrieved using a query-by-example approach. The evaluation of the study results using coverage and novelty measures validates the effectiveness of the proposed remote sensing image information mining framework, which is potentially useful for applications such as agricultural and environmental monitoring.","0196-2892;01962892","","10.1109/TGRS.2004.824221","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1273599","","Data mining;Image databases;Image retrieval;Image sensors;Information retrieval;Object oriented databases;Remote monitoring;Remote sensing;Space technology;Spatial databases","data mining;feature extraction;image classification;image retrieval;remote sensing;support vector machines;visual databases;wavelet transforms","Gabor wavelet coefficients;agricultural monitoring;automatic model selection;environmental monitoring;image capture date;image location;image sensor;land cover information;large image databases;object-oriented database;queries;query-by-example;remote sensing imagery;spectral-spatial information mining;spectral-spatial pattern retrieval;supervised classification;support vector machines;textural features","","62","1","42","","","March 2004","","IEEE","IEEE Journals & Magazines"
"Markov model based time series similarity measuring","Yun-Tao Qian; Sen Jia; Wen-Wu Si","Coll. of Comput. Sci. & Technol., Zhejiang Univ., Hangzhou, China","Proceedings of the 2003 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.03EX693)","20040219","2003","1","","278","283 Vol.1","Similarity or distance measures between two time series play an important role in analysis and retrieval of time series database, which is a fundamental problem in time series data mining. Mathematical model is widely used as a representation of time series, but few papers discuss it in similarity measure of time series. In this paper, we propose a Markov model based technique for similarity/distance measures of variable-length time sequences. State space of Markov model is partitioned by hierarchical clustering method, and the information of state-transition is used to represent a time series. The similarity/distance measures of time sequences can be defined as various functions of the difference between their state-transition information, and some widely used distance measures can be considered as our specific cases. In addition, in modeling procedure, the vector sequence in reconstructed phase space is used instead of the original time sequence, which more effectively reflects the dynamical property of time series. Experimental results show that it works well under the strong noise environment, and it is versatile for various applications by its flexible definition.","","POD:0-7803-7865-2","10.1109/ICMLC.2003.1264486","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1264486","","Computer science;Data mining;Databases;Educational institutions;Extraterrestrial measurements;Information retrieval;Mathematical model;State-space methods;Time measurement;Time series analysis","Markov processes;data mining;time series","Markov model;data mining;hierarchical clustering method;similarity measure;state-transition information;time series database;variable-length time sequences","","2","","12","","","2-5 Nov. 2003","","IEEE","IEEE Conference Publications"
"Video object clustering segmentation","Qi Lin; Xiong Zhang","Sch. of Comput., Beijing Univ. of Aeronaut. & Astronaut., China","Proceedings of the 2003 International Conference on Machine Learning and Cybernetics (IEEE Cat. No.03EX693)","20040219","2003","5","","2840","2843 Vol.5","We present a newly developed scheme for video object clustering, which combines a new structuring method with clustering technology to implement the video segmentation effectively. In this paper, we first introduce a method of video structuring, and application of clustering analysis in this area is discussed, then the technique for video segmentation using Hidden Markov Model is described at length, and followed by an experiment which confirms the effectiveness of the method.","","POD:0-7803-7865-2","10.1109/ICMLC.2003.1260040","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1260040","","Application software;Content based retrieval;Feature extraction;Hidden Markov models;Image segmentation;Information retrieval;Information technology;Logic;Man machine systems;Videoconference","feature extraction;hidden Markov models;image segmentation;pattern clustering;video signal processing","HMM;clustering analysis;clustering technology;hidden Markov model;video object clustering segmentation;video structuring","","0","1","4","","","2-5 Nov. 2003","","IEEE","IEEE Conference Publications"
"Fourth International Conference on Web Information Systems Engineering","","","Proceedings of the Fourth International Conference on Web Information Systems Engineering, 2003. WISE 2003.","20040219","2003","","","","","The following topics are dealt with: Web data management; Web services; Web querying; Web metrics; XML-based languages; XML-based models; Web information retrieval; Web-based cooperation; innovative Web applications; semantic Web; Web applications; utility computing; Web processes; Web access; data integration and knowledge integration.","","POD:0-7695-1999-7","10.1109/WISE.2003.1254460","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1254460","","Collaborative work;Information retrieval;Internet","Internet;Web sites;XML;groupware;information retrieval;semantic Web","Web access;Web data management;Web information retrieval;Web information systems engineering;Web metrics;Web processes;Web querying;Web services;Web-based cooperation;XML-based languages;XML-based models;data integration;eXtensible Markup Language;innovative Web applications;knowledge integration;semantic Web;utility computing","","0","","","","","12-12 Dec. 2003","","IEEE","IEEE Conference Publications"
"Audio hashing technique for automatic song identification","F. Mapelli; R. Lancini","CEFRIEL, Politecnico di Milano, Italy","International Conference on Information Technology: Research and Education, 2003. Proceedings. ITRE2003.","20040308","2003","","","84","88","We present a novel method for automatic song recognition based on a hashing technique. The goal of the project is to automatically retrieve from a database some information regarding a song without any previous knowledge and without the insertion of additional information. The goal is obtained by analyzing the signal and extracting a robust feature. That feature can be used to make a distinction between different songs but also to identify as similar two versions of the same songs. Moreover we analyze also the error probability and we define a confidence for the obtained match. The obtained results show that the song identification can be done with high confidence even if we use only a little excerpt of the song.","","POD:0-7803-7724-9","10.1109/ITRE.2003.1270578","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1270578","","Data mining;Feature extraction;Fingerprint recognition;Frequency;Image databases;Image recognition;Information retrieval;Noise robustness;Signal analysis;Spatial databases","audio databases;audio signal processing;content-based retrieval;error statistics;feature extraction;file organisation","audio hashing technique;automatic song identification;content-based retrieval;error probability;feature extraction;information retrieval","","6","","5","","","11-13 Aug. 2003","","IEEE","IEEE Conference Publications"
